hurufKecil_fullText,cleaning_stemmed,sentiment
dulu pernah dengar kata-kata ini tapi lupa dimana saya tidak ingin menjadi bagian dari orang-orang yang mengkhianati pak prabowo. saya sampaikan pada semua orang. ,dulu pernah dengar katakata lupa jadi bagi orangorang khianat pak prabowo sampai semua orang,negative
dirgahayu utk tni semoga semakin keren dibawah kepemimpinan prabowo subianto ️🇮🇩 https://t.co/s70wijllds,dirgahayu utk tni moga makin keren bawah pimpin prabowo subianto,positive
ini akibat negara terlalu lembek dengan gerombolan teroris! banyak pr buat presiden &amp; wakil presiden terpilih @prabowo @gibran_tweet. tanah negara aja diserobot kalo tetap dibiarkan akan berbuat semaunya. yok pak waktunya bersih2 kelompok2 intoleran dgn embel2 agama. https://t.co/9xq6hpkcn5,akibat negara terlalu lembek gerombol teroris banyak pr buat presiden amp wakil presiden pilih tweet tanah negara aja serobot kalo tetap biar buat mau yok pak waktu bersih kelompok intoleran dgn embel agama,negative
dia sendiri yg akui itu tanah negara tanah rakyat tanah bangsa tapi yg kuasai dia sendiri. dia bandingkan daripada dikuasai asing lebih baik prabowo yg kuasai. kenapa gak bandingkan dgn tentara-tentara yg separuh lebih dari mereka belum punya rumah dinas? kenapa gak https://t.co/huscu15d0p,sendiri yg aku tanah negara tanah rakyat tanah bangsa yg kuasa sendiri banding asai asing lebih baik prabowo yg kuasa gak banding dgn tentaratentara yg paruh lebih punya rumah dinas gak,negative
zize arhan mati syahid buat prabowo,zize arhan mati syahid buat prabowo,negative
orang perkantoran heran kepada anak smk administrasi perkantoran yang sedang pkl mereka nggak bisa hitung-hitungan catatatan bagi pak prabowo agar memilih mendikbud yg paham betul kondisi dan realita dunia pendidikan indonesia https://t.co/ojmvoxk3jt,orang kantor heran anak smk administrasi kantor sedang pkl hitunghitungan catatatan pak prabowo pilih mendikbud yg paham betul kondisi realita dunia didik indonesia,negative
@nenkmonica psi kampanye di pilpres 2024 partai nya jokowi ( mulyono). hanya dapat suara 2 8% gurem tapi songong. kita lihat nnti stlah 20 oktober 2024 mulyono lengser masih hidup gak tu psi ? secara oknum2 psi rekam jejaknya sudah menghujat &amp; menghina pak prabowo. https://t.co/2u1eptdmy9,psi kampanye pilpres partai nya jokowi mulyono suara gurem songong lihat nnti stlah oktober mulyono lengser hidup gak tu psi oknum psi rekam jejak hujat amp hina pak prabowo,neutral
@partaisocmed @erickagunawan1 wah blunder lu tum..dia beranii taruhan kalau benar abw masuk kabinet prabowo-gibran. tapi yang lu bawa malah abw dulu masuk kabinet jokowi-jk. menang dia tum elu yg kalah karena gak bisa buktikan omongan bwh abw masuk kabinet prabowo-gibran. blunder lu tum..parah ! https://t.co/qwz2jg49uy,wah blunder lu tumdia berani taruh kalau benar abw masuk kabinet prabowogibran lu bawa malah abw dulu masuk kabinet jokowijk menang tum elu yg kalah gak bukti omong bwh abw masuk kabinet prabowogibran blunder lu tumparah,negative
@bachrum_achmadi @prabowo stressss ga bisa bubu https://t.co/ypbnrzcme8,achmadi stressss ga bubu,negative
dari distrik aifat timur kabupaten maybrat papua barat. yonif para raider 501 / bajra yudha satgas pamtas ri-png 🇮🇩 https://t.co/t5uwfjnlfw,distrik aifat timur kabupaten maybrat papua barat yonif raider bajra yudha satgas pamtas ripng,neutral
@msaid_didu @doktertifa @boediantar4 @mdy_asmara1701 @cobeh2022 @bospurwa @ragilsemar @prabowo @opposite6892 @__anakkolong @anthonybudiawan @abrsamad @abu_waras @mohmahfudmd @listyosigitp said didu (dan rizal ramli) murka pik 2jadi negara dalam negara https://t.co/os8dc905jr https://t.co/tmuw3ltzwx,didu asmara anakkolong waras said didu rizal ramli murka pik jadi negara negara,negative
yg luput dari sorotan saat semua bersuka cita merayakan hut tni ke 79 melihat kerukunan keluarga presiden @jokowi dan menhan @prabowo rakyat turut bersuka cita pdhal dahulu mereka rival berat tariklah hikmah atas ini berdamailah karena allah ️🇮🇩 https://t.co/zk4k8sglrv,yg luput sorot semua suka cita raya hut tni lihat rukun keluarga presiden menhan rakyat turut suka cita pdhal rival berat tarik hikmah atas damai allah,positive
@bangsaygsujud @minietweets_ @jokowi @prabowo @gibran_tweet @0ctoberr1 @99propaganda @florieliciouss @fdonghun @gtobing2903 @kimberley_ps08 @are_inismyname @ndons_back @mas_veel @yusufagro suka moment ini... https://t.co/69u2rh31nr,tweet ps inismyname back veel suka moment,neutral
fun fact: negara maju udaranya segar soalnya dirty worksnya dilakukan di negara berkembang,fun fact negara maju udara segar soal dirty worksnya laku negara kembang,neutral
iq 16% &amp; 24% olah jiwa &amp; raga dulu yuuk. kali² aja bisa nambah iq 1% daripada nyinyir blingsatan gak jelas malah nambah bengkak ginjal klean. https://t.co/tlcojbhjfs,iq amp olah jiwa amp raga dulu yuuk kali aja nambah iq nyinyir blingsatan gak jelas malah nambah bengkak ginjal klean,negative
aku kangennnnn.... mas samsullll piye kabare mas? ada si mas e 🇲🇨 si mas gak ada kabarnya emak aku yg nanyain suruh cari berita soal mas e sehat-sehat selalu ya mas @gibran_tweet dan pak @prabowo https://t.co/tdqb5hqyqx,aku kangennnnn mas samsullll piye kabare mas si mas e si mas gak kabar emak aku yg nanyain suruh cari berita soal mas e sehatsehat selalu mas tweet pak,negative
jika anies dianggap arogan dan menyerang sisi personal prabowo. ketahuilah bahwa masalah yang dimiliki prabowo sekarang sesungguhnya adalah masalah publik. ini adalah masalah ketidakadilan. prabowo menguasai 340 rb ha lahan dg status hgu. sementara krisis lahan dialami oleh https://t.co/oq5zburcv1,anies anggap arogan serang sisi personal prabowo tahu masalah milik prabowo sekarang sungguh masalah publik masalah ketidakadilan prabowo kuasa rb ha lahan dg status hgu krisis lahan alami,negative
akhirnya prof mahfud md mantan menkopolhukam jokowi menunjuk langsung bekas bosnya itu sbg penanggungjawab utama perusakan konstitusional setahun terakhir ini. dan meminta prabowo presiden terpilih utk tak melindunginya. saya harus menaikkan level pernyataan saya sebab susah https://t.co/tgjd6fkr9h,akhir prof mahfud md mantan menkopolhukam jokowi tunjuk langsung bekas bos sbg penanggungjawab utama rusa konstitusional tahun akhir minta prabowo presiden pilih utk tak lindung naik level nyata susah,negative
*antusiasme warga berebut foto dan salaman dengan warga antusias menyambut presiden terpilih prabowo subianto keluar usai menghadiri acara hut ke-79 tni yang digelar di monumen nasional jakarta pusat sabtu (5/10). menteri pertahanan ri itu diserbu oleh para warga yang berebut https://t.co/mytmyntlxa,antusiasme warga rebut foto salam warga antusias sambut presiden pilih prabowo subianto keluar usai hadir acara hut tni gelar monumen nasional jakarta pusat sabtu menteri tahan ri serbu warga rebut,positive
yg ini hasil hitung cepat pileg. agak mengejutkan gerindra hnya dapat 13 5% (targetnya 20%). pemilih 02 mayoritas pendukung jokowi. pdip tetap tangguh jg. kalau pdip jd oposisi laju kebijakan2 ekonomi prabowo akan hadapi jalan terjal. mirip india yg sering deadlock :) https://t.co/uooi2wdr03,yg hasil hitung cepat pileg kejut gerindra hnya target pilih mayoritas dukung jokowi pdip tetap tangguh jg kalau pdip jd oposisi laju bijak ekonomi prabowo hadap jalan terjal mirip india yg sering deadlock,positive
kopi + rengginang masyaallah nikmat https://t.co/xppyxkeox0,kopi rengginang masyaallah nikmat,positive
mohon ijin sekedar usul bib. kalau lagi nyantai dengan prabowo bisa ndak secara spontan minta dia baca al-fatihah. saya hanya penasaran. bukan penasaran dia bakal bisa atau tidak tapi penasaran andai dia tidak bisa reaksi bathin habib kira-kira seperti apa? https://t.co/pfz1ekzueh,mohon ijin dar usul bib kalau nyantai prabowo ndak spontan minta baca alfatihah penasaran bukan penasaran bakal penasaran andai reaksi bathin habib kirakira apa,neutral
@msaid_didu @doktertifa jokowi tak ingin prabowo ketemu mega. karena pdip minta jatah wapres? konon mega incar posisi wapres utk puan. jokowi jd uring²an. gibran terancam. mrk bakal kena jerat² hkm. bkn cuma penjara tp jg bisa dimiskinkan. waduhhh... https://t.co/oxhhtpsqlz https://t.co/2fm4cynaob,didu jokowi tak prabowo ketemu mega pdip minta jatah wapres konon mega incar posisi wapres utk puan jokowi jd uring gibran ancam mrk bakal kena jerat hkm bkn cuma penjara tp jg miskin waduhhh,negative
menyoal etika itu bukan serangan personal. dalam jabatan publik itu bagian dari integritas. ketika situ serang luas tanah yang dikuasai prabowo (2019) itu juga bukan personal. tapi bagian dari isu konflik kepentingan antara jabatan dan akses bisnis. makanya jangan nepotis. https://t.co/14dyv9drcw,soal etika bukan serang personal jabat publik bagi integritas situ serang luas tanah asai prabowo bukan personal bagi isu konflik penting jabat akses bisnis makanya jangan nepotis,negative
pak @aniesbaswedan anda seharusnya minta maaf kepada pak prabowo dan kepada publik. https://t.co/e7r6pt0ibt,pak minta maaf pak prabowo publik,negative
 dalam rangkaian upacara penutupan latihan berganda. #prabowo #prabowosubianto #menhanprabowo #jenderalprabowo #kemhan #kemhanri #smatarunanusantara https://t.co/rfscamvu7q,rangkai upacara tutup latih ganda,neutral
psd family ️ (pak prabowo ibu titiek &amp; mas didit) https://t.co/dvzltydufo,psd family pak prabowo ibu titiek amp mas didit,neutral
bajunya sama-sama biru prabowo gak sih? https://t.co/av9kdllnzn,baju samasama biru prabowo gak sih,neutral
@rajajuliantoni cara menjilatmu kotor sekali mas bro setelah rezim ini selesai kau jilat akan datang rezim baru kau jilat lagi agar mendapat jabatan. 100 hari kerja pak prabowo masih kasat mata ?? rezim yg kamu jilat merusak demokerasi luuuar biasa bro&amp;sis !! https://t.co/t4z00lhfex,cara jilat kotor sekali mas bro rezim selesai kau jilat datang rezim baru kau jilat dapat jabat hari kerja pak prabowo kasat mata rezim yg kamu jilat rusak demokerasi luuuar biasa broampsis,negative
@akbarfaizal68 @prabowo @jokowi berarti pak @jokowi bohong donk? katanya gak ambil keputusan strategis? bukannya pengajuan 10 pimpinan @kpk_ri merupakan keputusan strategis? https://t.co/menxv42qwc,arti pak bohong donk kata gak ambil putus strategis bukan aju pimpin ri rupa putus strategis,positive
asahlah terus kemampuan untuk bisa menyelesaikan masalah dan tanamkan dalam diri utk menjadi beda dr yg lain.... bambang pacul _____ gus gus prabowo mulyono gibran https://t.co/kg5arsenbg,asah terus mampu selesai masalah tanam diri utk jadi beda dr yg bambang pacul gus gus prabowo mulyono gibran,negative
logikanya gini wir kalo bener jkw magnet suara knapa psi ga lolos parlemen? kalo prabowo bener 58% knapa gerindra cuma urutan ke-3? kalo ganjar segitu jeleknya knapa pdip suara terbanyak? jawabannya adalah manipulasi jumlah suara. gitu aja,logika gin wir kalo bener jkw magnet suara knapa psi ga lolos parlemen kalo prabowo bener knapa gerindra cuma urut kalo ganjar segitu jelek knapa pdip suara banyak jawab manipulasi jumlah suara gitu aja,negative
// prabowo subianto // selengkapnya tonton youtube ilc terbaru https://t.co/96twvoiqf3 https://t.co/dyp5pphj07,prabowo subianto lengkap tonton youtube ilc baru,neutral
kemarin banyak yang marah soal panggilan ndut jadi aku coba pake panggilan yang lebih sopan dan ngga body shaming ya pak penculik mana nih makan siangnya pak penculik??? @prabowo,kemarin banyak marah soal panggil ndut jadi aku coba pake panggil lebih sopan ngga body shaming pak culik mana nih makan siang pak culik,neutral
terimakasih noel sudah bongkar kebengisan prabowo tampar wamen oleh : angwar sanusi mungkin benar pepatah klasik ini bahwa sepandai-pandainya bangkai ditutupi baunya pasti akan menyengat juga. begitupun rumor prabowo menampar wahen di ruang rapat yang santer belakangan ini. https://t.co/5m95rxyqjw,terimakasih noel bongkar bengis prabowo tampar wamen angwar sanusi mungkin benar pepatah klasik sepandaipandainya bangkai tutup bau sengat begitu rumor prabowo tampar wahen ruang rapat santer belakang,negative
tangan kamu gede banget deh.. *sambil nempelin telapak tangan,tangan kamu gede banget deh nempelin telapak tangan,neutral
judi oh judi.......kenapa judi makin berkambangiak. yang pakai topi mirip prabowo https://t.co/0v6eamwpcw,judi judikenapa judi makin berkambangiak pakai topi mirip prabowo,negative
 memperkuat diplomasi pertahanan di kancah global dan lain sebagainya. @puspen_tni @divhumas_polri @tni_ad @_tnial_ @_tniau #jokowi #jokowidodo #wapresri #prabowo #prabowosubianto #menhanprabowo #jenderalprabowo #panglimatni #kemhanri #tniprima #defendid #pindad #huttni79 https://t.co/hr9na6hokl,kuat diplomasi tahan kancah global bagai tni polri ad tnial tniau,neutral
@xquitavee @islah_bahrawi jejak digital @islah_bahrawi banyak kalau di telusuri lebih dalam lagi. banyak twittan dia itu yg mengolok olok prabowo. https://t.co/mxlrbhgqwo,bahrawi jejak digital bahrawi banyak kalau telusur lebih banyak twittan yg olok olok prabowo,negative
kepada yth. bapak @jokowi @kiyai_marufamin @prabowo &amp; ibu @menlu_ri pak @aridwipayanaugm selaku koordinator staf khusus presiden sudah membantah kabar bahwa indonesia berencana menjalin hubungan diplomatik dengan israel seperti yang diberitakan jewish insider .,yth bapak marufamin amp ibu ri pak selaku koordinator staf khusus presiden ban kabar indonesia rencana jalin hubung diplomatik israel berita jewish insider,neutral
upacara peringatan hut ke-79 tni di monas dihadiri oleh presiden terpilih prabowo. tapi saya ga melihat wapres terpilih hadir ke mana beliau? dirgahayu tni https://t.co/sa5iekkoha,upacara ingat hut tni monas hadir presiden pilih prabowo ga lihat wapres pilih hadir mana beliau dirgahayu tni,negative
yang seru di timeline habis nonton debat malam ini adalah ngeliatin buzzer 02 nyebokin pak prabowo : ) *ambil popcorn*,seru timeline habis nonton debat malam ngeliatin buzzer nyebokin pak prabowo ambil popcorn,negative
pak prabowo mau menyaingi tzuyang,pak prabowo mau saing tzuyang,negative
pertemuan p prabowo &amp; bu mega secepatnya akan di gelar sebelum pelantikan p prabowo pertemuan ini tentu ada yg suka juga ada yg tdk suka tapi siapa yg bisa melawan pak hashim djojohadikusumo lha beliau yg punya uang. paling² partai gurem yg tak suka seperti psi garuda. https://t.co/bowrkhq5me,temu p prabowo amp bu mega cepat gelar lantik p prabowo temu yg suka yg tdk suka siapa yg lawan pak hashim djojohadikusumo lha beliau yg punya uang paling partai gurem yg tak suka psi garuda,negative
menhan prabowo subianto @prabowo menghadiri upacara hari ulang tahun ke-79 tentara nasional indonesia (tni) yang dipimpin presiden joko widodo @jokowi sebagai irup di monumen nasional jakarta sabtu (5/10). turut mendampingi presiden pada acara ibu negara iriana joko widodo. https://t.co/2pangraqqp,menhan prabowo subianto hadir upacara hari ulang tahun tentara nasional indonesia tni pimpin presiden joko widodo irup monumen nasional jakarta sabtu turut damping presiden acara ibu negara iriana joko widodo,neutral
hempaskan pengkhianat dan perampok negara kesatuan republik indonesia jaya selalu indonesiaku menhan prabowo luar biasa 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨 https://t.co/xyu8sbp9ff,hempas khianat rampok negara satu republik indonesia jaya selalu indonesia menhan prabowo luar biasa,positive
@kurawa aku juga kasihan sama orang ini dulu dengan gilanya dia membenci dan memfitnah prabowo tapi sekarang malah memuji dan menjilat https://t.co/bn2xlkn7wd,aku kasihan sama orang dulu gila benci fitnah prabowo sekarang malah puji jilat,negative
@nalarpolitik_ @prabowo di ig nya ada https://t.co/lwxc4mj4tm,ig nya,neutral
@yusuf_dumdum serius nih pembicaraannya.. pertama kali liat pa prabowo kepalkan tangan depan presiden.. https://t.co/z0lltyczhr,dumdum serius nih bicara pertama kali liat pa prabowo kepal tangan depan presiden,neutral
@psi_id psi kampanye di pilpres 2024 partai nya jokowi ( mulyono). hanya dapat suara 2 8% gurem tapi songong. kita lihat nnti stlah 20 oktober 2024 mulyono lengser masih hidup gak tu psi ? secara oknum2 psi rekam jejaknya sudah menghujat &amp; menghina pak prabowo. https://t.co/ikz34vbj9z,id psi kampanye pilpres partai nya jokowi mulyono suara gurem songong lihat nnti stlah oktober mulyono lengser hidup gak tu psi oknum psi rekam jejak hujat amp hina pak prabowo,neutral
